Vehicle_Category,Administrative_Region,Vehicle_Type,Max_Voltage_Battery_Pack_Index,Max_Voltage_Battery_Index,Max_Voltage_Value_V,Min_Voltage_Battery_Pack_Index,Min_Voltage_Battery_Index,Min_Voltage_Value_V,Total_Voltage_V,Max_Temperature_Battery_Pack_Index,Max_Temperature_Probe_Index,Max_Temperature_Value_DegreeC,Min_Temperature_Battery_Pack_Index,Min_Temperature_Probe_Index,Min_Temperature_Value_DegreeC,State_Of_Charge,Total_Current_A,Insulation_Resistance_MegaOhm,Remaining_Energy_kWh,Validity,Upload_Date,Upload_Time
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.50,1,18,20,1,14,16,69.2,-8.5,10000,21.1,Invalid,2015-04-02,000006
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.50,1,18,20,1,14,16,69.2,-8.5,10000,21.1,Invalid,2015-04-02,000016
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.50,1,18,20,1,14,16,69.2,-8.5,10000,21.1,Invalid,2015-04-02,000026
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.50,1,18,20,1,14,16,69.2,-8.5,10000,21.1,Invalid,2015-04-02,000036
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.50,1,18,20,1,14,16,69.2,-8.5,10000,21.1,Invalid,2015-04-02,000046
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.60,1,18,20,1,14,16,69.2,-8.5,10000,21.1,Invalid,2015-04-02,000056
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.60,1,18,20,1,14,16,69.2,-8.5,10000,21.1,Invalid,2015-04-02,000106
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.60,1,18,20,1,14,16,69.6,-8.5,10000,21.2,Invalid,2015-04-02,000116
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.60,1,18,20,1,14,16,69.6,-8.5,10000,21.2,Invalid,2015-04-02,000126
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.60,1,18,20,1,14,16,69.6,-8.5,10000,21.2,Invalid,2015-04-02,000136
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.60,1,18,20,1,14,16,69.6,-8.5,10000,21.2,Invalid,2015-04-02,000146
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.70,1,18,20,1,14,16,69.6,-8.5,10000,21.2,Invalid,2015-04-02,000156
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.70,1,18,20,1,14,16,69.6,-8.5,10000,21.2,Invalid,2015-04-02,000206
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.70,1,18,20,1,14,16,69.6,-8.5,10000,21.2,Invalid,2015-04-02,000216
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.70,1,18,20,1,14,16,69.6,-8.5,10000,21.2,Invalid,2015-04-02,000226
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.70,1,18,20,1,14,16,69.6,-8.5,10000,21.2,Invalid,2015-04-02,000236
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.70,1,18,20,1,14,16,69.6,-8.5,10000,21.2,Invalid,2015-04-02,000246
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.80,1,18,20,1,14,16,69.6,-8.5,10000,21.2,Invalid,2015-04-02,000256
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.80,1,18,20,1,14,16,69.6,-8.5,10000,21.2,Invalid,2015-04-02,000306
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.80,1,18,20,1,14,16,69.6,-8.5,10000,21.2,Invalid,2015-04-02,000316
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.80,1,18,20,1,14,16,69.6,-8.5,10000,21.2,Invalid,2015-04-02,000326
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.80,1,18,20,1,14,16,69.6,-8.5,10000,21.2,Invalid,2015-04-02,000336
Electric_Taxi,Tongzhou_District,200,1,60,3.96,1,1,3.94,359.80,1,18,20,1,14,16,69.6,-8.5,10000,21.2,Invalid,2015-04-02,000346
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.90,1,18,20,1,14,16,70,-8.5,10000,21.3,Invalid,2015-04-02,000356
Electric_Taxi,Tongzhou_District,200,1,1,3.94,1,1,3.94,359.90,1,18,20,1,14,16,70,-8.5,10000,21.3,Invalid,2015-04-02,000406
Electric_Taxi,Tongzhou_District,200,1,60,3.96,1,1,3.94,359.90,1,18,20,1,14,16,70,-8.5,10000,21.3,Invalid,2015-04-02,000416
Electric_Taxi,Tongzhou_District,200,1,60,3.96,1,1,3.94,359.90,1,18,20,1,14,16,70,-8.5,10000,21.3,Invalid,2015-04-02,000426
Electric_Taxi,Tongzhou_District,200,1,60,3.96,1,1,3.94,359.90,1,18,20,1,14,16,70,-8.5,10000,21.3,Invalid,2015-04-02,000436
Electric_Taxi,Tongzhou_District,200,1,60,3.96,1,1,3.94,360.00,1,18,20,1,14,16,70,-8.5,10000,21.3,Invalid,2015-04-02,000446
