Vehicle_Category,Administrative_Region,Vehicle_Type,Max_Voltage_Battery_Pack_Index,Max_Voltage_Battery_Index,Max_Voltage_Value_V,Min_Voltage_Battery_Pack_Index,Min_Voltage_Battery_Index,Min_Voltage_Value_V,Total_Voltage_V,Max_Temperature_Battery_Pack_Index,Max_Temperature_Probe_Index,Max_Temperature_Value_DegreeC,Min_Temperature_Battery_Pack_Index,Min_Temperature_Probe_Index,Min_Temperature_Value_DegreeC,State_Of_Charge,Total_Current_A,Insulation_Resistance_MegaOhm,Remaining_Energy_kWh,Validity,Upload_Date,Upload_Time
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.88,1,1,3.88,354.6,1,17,15,1,2,9,64.4,9.2,10000,19.7,Invalid,2015-04-02,07:04:17
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.88,1,1,3.88,354.4,1,17,15,1,1,9,64.4,9.3,10000,19.7,Invalid,2015-04-02,07:04:27
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.88,1,1,3.88,354.5,1,18,15,1,1,9,64.4,7.4,10000,19.7,Invalid,2015-04-02,07:04:37
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.88,1,10,3.86,353.9,1,17,15,1,1,10,64.4,14.4,10000,19.7,Invalid,2015-04-02,07:04:47
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.88,1,1,3.88,354.3,1,18,15,1,1,9,64.4,6.0,10000,19.7,Invalid,2015-04-02,07:04:57
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.88,1,1,3.88,354.3,1,17,15,1,1,10,64.4,6.3,10000,19.7,Invalid,2015-04-02,07:05:08
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.88,1,5,3.86,353.7,1,17,15,1,1,10,64.4,13.0,10000,19.7,Invalid,2015-04-02,07:05:18
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.88,1,1,3.88,354.1,1,18,15,1,1,9,64.4,5.7,10000,19.6,Invalid,2015-04-02,07:05:28
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.88,1,20,3.86,354.1,1,16,14,1,3,9,64.4,6.1,10000,19.6,Invalid,2015-04-02,07:05:38
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,27,3.88,1,1,3.86,353.5,1,17,15,1,1,10,64.4,12.9,10000,19.6,Invalid,2015-04-02,07:05:48
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.88,1,10,3.86,353.9,1,17,15,1,1,10,64.4,5.6,10000,19.6,Invalid,2015-04-02,07:05:58
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.88,1,10,3.86,353.9,1,18,15,1,1,9,64.4,6.0,10000,19.6,Invalid,2015-04-02,07:06:08
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,61,3.88,1,1,3.86,353.4,1,18,15,1,1,9,64.4,12.9,10000,19.6,Invalid,2015-04-02,07:06:18
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.88,1,7,3.86,353.8,1,18,15,1,1,9,64.4,5.6,10000,19.6,Invalid,2015-04-02,07:06:28
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.88,1,8,3.86,353.8,1,16,14,1,1,9,64.4,6.0,10000,19.6,Invalid,2015-04-02,07:06:38
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.86,1,1,3.86,353.2,1,18,15,1,1,9,64.4,13.1,10000,19.6,Invalid,2015-04-02,07:06:48
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,3,3.88,1,1,3.86,353.6,1,17,15,1,1,9,64.4,5.6,10000,19.6,Invalid,2015-04-02,07:06:58
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,13,3.88,1,1,3.86,353.6,1,17,15,1,3,9,64.4,6.1,10000,19.6,Invalid,2015-04-02,07:07:08
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,31,3.88,1,1,3.86,353.3,1,17,15,1,1,9,64.0,8.3,10000,19.5,Invalid,2015-04-02,07:07:38
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.86,1,1,3.86,353.1,1,18,15,1,1,9,64.0,5.9,10000,19.5,Invalid,2015-04-02,07:07:58
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.86,1,9,3.84,353.2,1,16,14,1,1,9,64.0,3.0,10000,19.5,Invalid,2015-04-02,07:08:08
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.86,1,1,3.86,352.2,1,17,15,1,1,10,64.0,16.9,10000,19.5,Invalid,2015-04-02,07:08:38
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.86,1,1,3.86,352.4,1,17,15,1,1,10,63.6,6.4,10000,19.3,Invalid,2015-04-02,07:09:08
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.84,1,1,3.84,351.6,1,18,15,1,1,9,63.6,19.5,10000,19.3,Invalid,2015-04-02,07:09:18
