Vehicle_Category,Administrative_Region,Vehicle_Type,Max_Voltage_Battery_Pack_Index,Max_Voltage_Battery_Index,Max_Voltage_Value_V,Min_Voltage_Battery_Pack_Index,Min_Voltage_Battery_Index,Min_Voltage_Value_V,Total_Voltage_V,Max_Temperature_Battery_Pack_Index,Max_Temperature_Probe_Index,Max_Temperature_Value_DegreeC,Min_Temperature_Battery_Pack_Index,Min_Temperature_Probe_Index,Min_Temperature_Value_DegreeC,State_Of_Charge,Total_Current_A,Insulation_Resistance_MegaOhm,Remaining_Energy_kWh,Validity,Upload_Date,Upload_Time
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,4.02,1,1,4.02,363.7,1,16,12,1,1,8,83.2,5.9,10000,25.3,Invalid,2015-04-02,08:09:12
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,70,4.0,1,40,3.96,361.6,1,16,12,1,1,8,83.2,34.7,10000,25.3,Invalid,2015-04-02,08:09:22
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,4.0,1,40,3.98,363.8,1,16,12,1,1,8,83.2,-1.8,10000,25.3,Invalid,2015-04-02,08:09:32
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,4.02,1,1,4.02,363.6,1,17,12,1,1,7,83.2,3.3,10000,25.3,Invalid,2015-04-02,08:09:42
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,4.02,1,1,4.02,363.7,1,17,12,1,1,7,83.2,0.9,10000,25.3,Invalid,2015-04-02,08:09:52
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,4.02,1,1,4.02,363.7,1,17,12,1,1,8,83.2,1.1,10000,25.3,Invalid,2015-04-02,08:10:02
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,4.02,1,1,4.02,363.5,1,17,12,1,1,7,83.2,3.6,10000,25.3,Invalid,2015-04-02,08:10:12
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,71,4.02,1,1,4.0,362.6,1,17,12,1,1,7,83.2,13.7,10000,25.3,Invalid,2015-04-02,08:10:22
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,60,4.0,1,1,3.98,363.3,1,16,12,1,1,8,82.8,1.9,10000,25.2,Invalid,2015-04-02,08:10:32
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,4.02,1,1,4.02,363.8,1,16,12,1,1,8,82.8,-13.8,10000,25.2,Invalid,2015-04-02,08:10:42
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,4.02,1,12,4.0,363.2,1,16,12,1,1,8,82.8,1.2,10000,25.2,Invalid,2015-04-02,08:10:52
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,4.02,1,12,4.0,363.2,1,17,12,1,1,7,82.8,0.8,10000,25.2,Invalid,2015-04-02,08:11:02
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,4.02,1,12,4.0,363.3,1,16,12,1,1,8,82.8,0.8,10000,25.2,Invalid,2015-04-02,08:11:12
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.98,1,12,3.92,361.3,1,16,12,1,1,8,82.8,29.5,10000,25.2,Invalid,2015-04-02,08:11:22
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,60,3.98,1,40,3.86,358.8,1,16,12,1,1,8,82.8,62.9,10000,25.2,Invalid,2015-04-02,08:11:32
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,41,3.98,1,12,3.94,362.3,1,17,12,1,1,8,82.4,1.5,10000,25.1,Invalid,2015-04-02,08:11:42
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,4.02,1,1,4.02,363.2,1,16,12,1,1,8,82.4,-4.0,10000,25.1,Invalid,2015-04-02,08:11:52
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,3,4.02,1,1,4.0,363.0,1,16,12,1,1,8,82.4,0.7,10000,25.1,Invalid,2015-04-02,08:12:02
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,11,4.0,1,1,3.98,362.6,1,16,12,1,1,8,82.4,5.0,10000,25.1,Invalid,2015-04-02,08:12:12
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,41,3.96,1,54,3.92,357.3,1,16,12,1,1,8,82.4,82.5,10000,25.1,Invalid,2015-04-02,08:12:22
