Vehicle_Category,Administrative_Region,Vehicle_Type,Max_Voltage_Battery_Pack_Index,Max_Voltage_Battery_Index,Max_Voltage_Value_V,Min_Voltage_Battery_Pack_Index,Min_Voltage_Battery_Index,Min_Voltage_Value_V,Total_Voltage_V,Max_Temperature_Battery_Pack_Index,Max_Temperature_Probe_Index,Max_Temperature_Value_DegreeC,Min_Temperature_Battery_Pack_Index,Min_Temperature_Probe_Index,Min_Temperature_Value_DegreeC,State_Of_Charge,Total_Current_A,Insulation_Resistance_MegaOhm,Remaining_Energy_kWh,Validity,Upload_Date,Upload_Time
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.98,1,5,3.96,358.9,1,17,12,1,12,8,76.4,0.7,10000,23.3,Invalid,2015-04-02,07:31:41
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.98,1,5,3.96,359.0,1,16,11,1,1,8,76.4,0.7,10000,23.3,Invalid,2015-04-02,07:31:51
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.98,1,5,3.96,359.0,1,17,12,1,12,8,76.4,0.6,10000,23.3,Invalid,2015-04-02,07:32:01
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.98,1,3,3.96,358.9,1,16,11,1,12,8,76.4,1.1,10000,23.3,Invalid,2015-04-02,07:32:11
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.98,1,4,3.96,358.3,1,17,12,1,12,8,76.4,11.2,10000,23.3,Invalid,2015-04-02,07:32:21
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,21,3.98,1,1,3.96,358.2,1,16,11,1,1,8,76.4,10.7,10000,23.3,Invalid,2015-04-02,07:32:31
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.94,1,5,3.92,356.1,1,18,12,1,1,8,76.4,36.6,10000,23.3,Invalid,2015-04-02,07:32:41
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,60,4.0,1,10,3.96,359.1,1,18,12,1,12,8,76.4,-12.1,10000,23.3,Invalid,2015-04-02,07:32:51
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.94,1,12,3.9,356.3,1,17,12,1,12,8,76.4,32.2,10000,23.3,Invalid,2015-04-02,07:33:01
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,12,3.96,1,8,3.92,356.0,1,17,12,1,12,8,76.4,30.6,10000,23.3,Invalid,2015-04-02,07:33:11
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.98,1,10,3.96,358.9,1,16,11,1,1,8,76.4,-9.7,10000,23.3,Invalid,2015-04-02,07:33:21
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.94,1,8,3.92,355.5,1,16,11,1,1,8,76.4,42.4,10000,23.3,Invalid,2015-04-02,07:33:31
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.94,1,12,3.92,357.8,1,18,12,1,12,8,76.0,-2.4,10000,23.1,Invalid,2015-04-02,07:33:41
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,12,3.96,1,1,3.94,356.4,1,16,11,1,12,8,76.0,24.3,10000,23.1,Invalid,2015-04-02,07:33:51
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,13,3.96,1,1,3.94,357.1,1,16,11,1,1,8,76.0,10.7,10000,23.1,Invalid,2015-04-02,07:34:01
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.94,1,12,3.9,357.3,1,18,12,1,12,8,76.0,2.8,10000,23.1,Invalid,2015-04-02,07:34:11
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,1,3.96,357.8,1,16,11,1,12,8,76.0,1.7,10000,23.1,Invalid,2015-04-02,07:34:21
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,1,3.96,357.9,1,16,11,1,12,8,76.0,0.8,10000,23.1,Invalid,2015-04-02,07:34:31
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,4,3.94,356.8,1,18,12,1,1,8,76.0,18.2,10000,23.1,Invalid,2015-04-02,07:34:41
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,12,3.94,1,1,3.92,357.1,1,16,11,1,12,8,76.0,3.1,10000,23.1,Invalid,2015-04-02,07:34:51
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,1,3.96,357.9,1,17,12,1,12,8,76.0,-1.5,10000,23.1,Invalid,2015-04-02,07:35:11
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,1,3.96,357.8,1,16,11,1,1,8,76.0,1.2,10000,23.1,Invalid,2015-04-02,07:35:21
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.94,1,1,3.94,356.5,1,17,12,1,12,8,76.0,20.6,10000,23.1,Invalid,2015-04-02,07:35:31
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,10,3.94,357.9,1,16,11,1,1,8,76.0,-3.4,10000,23.1,Invalid,2015-04-02,07:35:41
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,5,3.94,357.3,1,17,12,1,12,8,76.0,7.7,10000,23.1,Invalid,2015-04-02,07:35:51
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,1,3.96,357.8,1,18,12,1,1,8,76.0,0.8,10000,23.1,Invalid,2015-04-02,07:36:01
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,1,3.96,357.8,1,17,12,1,12,8,76.0,0.8,10000,23.1,Invalid,2015-04-02,07:36:11
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,1,3.96,357.9,1,17,12,1,12,8,76.0,0.8,10000,23.1,Invalid,2015-04-02,07:36:21
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,1,3.96,357.9,1,16,11,1,12,8,76.0,0.7,10000,23.1,Invalid,2015-04-02,07:36:31
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,1,3.96,357.9,1,16,11,1,1,8,76.0,0.7,10000,23.1,Invalid,2015-04-02,07:36:41
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,1,3.96,358.0,1,16,11,1,1,8,76.0,0.8,10000,23.1,Invalid,2015-04-02,07:36:51
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,1,3.96,358.0,1,16,12,1,12,8,76.0,0.7,10000,23.1,Invalid,2015-04-02,07:37:01
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,1,3.96,358.0,1,17,12,1,12,8,76.0,0.7,10000,23.1,Invalid,2015-04-02,07:37:11
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,1,3.96,358.0,1,16,11,1,12,8,76.0,0.8,10000,23.1,Invalid,2015-04-02,07:37:21
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,1,3.96,358.0,1,16,11,1,1,8,76.0,0.7,10000,23.1,Invalid,2015-04-02,07:37:31
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,1,3.96,358.0,1,16,11,1,1,8,76.0,0.7,10000,23.1,Invalid,2015-04-02,07:37:41
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,1,3.96,356.9,1,16,11,1,1,8,75.6,19.1,10000,23.0,Invalid,2015-04-02,07:37:51
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,1,3.96,1,8,3.94,357.8,1,16,11,1,12,8,75.6,0.6,10000,23.0,Invalid,2015-04-02,07:38:01
Electric_Taxi,Tongzhou_District,E200EV_ElectricTaxi,1,60,3.96,1,40,3.92,355.6,1,17,12,1,12,8,75.6,34.4,10000,23.0,Invalid,2015-04-02,07:38:11
